[2025-02-17 10:23:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 386, 'op': 0, 'd': {'user': {'id': '927108202867359745'}, 'status': 'idle', 'guild_id': '901431481090596924', 'client_status': {'web': 'idle'}, 'activities': [{'type': 2, 'name': 'Saiko', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739813037033}]}}
[2025-02-17 10:58:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1396, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '🖥️ Cluster 0 | 2073 Servers 🖥️', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739815121746}]}}
[2025-02-17 10:58:44] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:58:44] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:58:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1397, 'op': 0, 'd': {'user': {'id': '927108202867359745'}, 'status': 'idle', 'guild_id': '901431481090596924', 'client_status': {'web': 'idle'}, 'activities': [{'type': 4, 'state': 'Smiling', 'name': 'Custom Status', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739815122539}]}}
[2025-02-17 10:58:45] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:58:45] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:58:46] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1739815126799.
[2025-02-17 10:58:46] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1739815126799}.
[2025-02-17 10:58:46] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1739815126799}
[2025-02-17 10:58:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1398, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '🖥️ Cluster 0 | 2073 Servers 🖥️', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739815124749}]}}
[2025-02-17 10:58:47] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:58:47] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:58:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 1399, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTM0MTEwNjU4NjI2ODk5MTYwMTpJMmxQanlmWjFpckFxY0l3Vk1pTzhTNXJjSUdTMW5ZdXAxUjd4VTN6VlJDVzEwSE83VUo5anBmYU5UWjJyQ0JmTDJKODB4Z1lZQ0Z2amVoSUVUR0E5Q3ZpMUFKZjZvREtiYmdMODQ5eTdtSURTNnFFUU1wQk1jZzNNU01UbFBqUw', 'member': {'user': {'username': 'johnrealnoob', 'public_flags': 0, 'primary_guild': None, 'id': '668317895616626711', 'global_name': 'JohnRealNoob', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': {'sku_id': '1338927497860878466', 'expires_at': 1744963200, 'asset': 'a_1307226c0fbaee9a3def12b88ee2bfcc'}, 'avatar': '63a84bc11c7e879080baf0028b93df1d'}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'permissions': '2251799813685247', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2022-12-18T09:36:40.650000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1341106586268991601', 'guild_locale': 'en-US', 'guild_id': '1053969038751047700', 'guild': {'locale': 'en-US', 'id': '1053969038751047700', 'features': ['NEWS', 'COMMUNITY']}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'options': [{'value': 'human', 'type': 3, 'name': 'music'}], 'name': 'play', 'id': '1341065284177367203'}, 'context': 0, 'channel_id': '1316225608275066931', 'channel': {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 6, 'permissions': '2251799813685247', 'parent_id': '1053969038751047701', 'nsfw': False, 'name': 'bot', 'last_message_id': '1341105770607022110', 'id': '1316225608275066931', 'guild_id': '1053969038751047700', 'flags': 0}, 'authorizing_integration_owners': {'0': '1053969038751047700'}, 'application_id': '1109699958401159258', 'app_permissions': '2251799813685247'}}
[2025-02-17 10:58:49] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:58:49] [DEBUG   ] discord.client: Dispatching event interaction
[2025-02-17 10:58:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 1400, 'op': 0, 'd': {'webhook_id': '1109699958401159258', 'type': 20, 'tts': False, 'timestamp': '2025-02-17T17:58:46.858000+00:00', 'position': 0, 'pinned': False, 'nonce': '1341106597685886976', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1341064876176572470'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-02-17T15:13:02.337402+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'johnrealnoob', 'public_flags': 0, 'primary_guild': None, 'id': '668317895616626711', 'global_name': 'JohnRealNoob', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': {'sku_id': '1338927497860878466', 'expires_at': 1744963200, 'asset': 'a_1307226c0fbaee9a3def12b88ee2bfcc'}, 'avatar': '63a84bc11c7e879080baf0028b93df1d'}, 'type': 2, 'name': 'play', 'id': '1341106586268991601', 'command_type': 1, 'authorizing_integration_owners': {'0': '1053969038751047700'}}, 'interaction': {'user': {'username': 'johnrealnoob', 'public_flags': 0, 'primary_guild': None, 'id': '668317895616626711', 'global_name': 'JohnRealNoob', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': {'sku_id': '1338927497860878466', 'expires_at': 1744963200, 'asset': 'a_1307226c0fbaee9a3def12b88ee2bfcc'}, 'avatar': '63a84bc11c7e879080baf0028b93df1d'}, 'type': 2, 'name': 'play', 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2022-12-18T09:36:40.650000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1341106586268991601'}, 'id': '1341106586839552153', 'flags': 128, 'embeds': [], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1316225608275066931', 'author': {'username': 'BaiCha', 'public_flags': 0, 'primary_guild': None, 'id': '1109699958401159258', 'global_name': None, 'discriminator': '0643', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '7cd4cadab5094738da3acbcfc38c145a'}, 'attachments': [], 'application_id': '1109699958401159258', 'guild_id': '1053969038751047700'}}
[2025-02-17 10:58:49] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:58:49] [DEBUG   ] discord.client: Dispatching event message
[2025-02-17 10:58:49] [DEBUG   ] discord.webhook.async_: Webhook ID 1341106586268991601 with POST https://discord.com/api/v10/interactions/1341106586268991601/aW50ZXJhY3Rpb246MTM0MTEwNjU4NjI2ODk5MTYwMTpJMmxQanlmWjFpckFxY0l3Vk1pTzhTNXJjSUdTMW5ZdXAxUjd4VTN6VlJDVzEwSE83VUo5anBmYU5UWjJyQ0JmTDJKODB4Z1lZQ0Z2amVoSUVUR0E5Q3ZpMUFKZjZvREtiYmdMODQ5eTdtSURTNnFFUU1wQk1jZzNNU01UbFBqUw/callback has returned status code 204
[2025-02-17 10:58:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1401, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '💞 /setup | สร้างห้องเล่นเพลง', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739815127750}]}}
[2025-02-17 10:58:50] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:58:50] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:58:51] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1739815131811.
[2025-02-17 10:58:51] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1739815131811}.
[2025-02-17 10:58:51] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1739815131811}
[2025-02-17 10:58:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1402, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': 'Playing in 2 Servers 🎶', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739815130747}]}}
[2025-02-17 10:58:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:58:53] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:58:53] [DEBUG   ] discord.player: Spawning ffmpeg process with command: ['ffmpeg', '-reconnect', '1', '-reconnect_streamed', '1', '-reconnect_delay_max', '5', '-i', 'https://rr2---sn-najern7r.googlevideo.com/videoplayback?expire=1739836729&ei=2XizZ4GXCteV2_gPm8bQ0Ac&ip=38.148.93.91&id=o-ABHzssfn1534nCKBI7WgmuKb1KDOpYu5hLiQNNxYMIZm&itag=251&source=youtube&requiressl=yes&xpc=EgVo2aDSNQ%3D%3D&met=1739815129%2C&mh=ZP&mm=31%2C26&mn=sn-najern7r%2Csn-a5msener&ms=au%2Conr&mv=m&mvi=2&pl=21&rms=au%2Cau&gcr=us&initcwndbps=5551250&bui=AUWDL3zk5VQbQmwFgl42knnneb62tnPGDzVGdCY2TnEoppR9SP3JPvAr7ItVJRqjHuZ3aRyXW3O0m_5J&spc=RjZbSaCSJ7nwj-JaO5QsxWCCzdfn16sRaLWFtFxIXimojge1qm6_Pk-8YC1c8veH6g&vprv=1&svpuc=1&mime=audio%2Fwebm&ns=WfA5DsSN7Dddy_wS6Uc7ZiEQ&rqh=1&gir=yes&clen=3278343&dur=197.861&lmt=1714713428431770&mt=1739814779&fvip=2&keepalive=yes&lmw=1&fexp=51326932&c=TVHTML5&sefc=1&txp=4532434&n=Uzm7dFpq4gF7wQ&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cxpc%2Cgcr%2Cbui%2Cspc%2Cvprv%2Csvpuc%2Cmime%2Cns%2Crqh%2Cgir%2Cclen%2Cdur%2Clmt&lsparams=met%2Cmh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Crms%2Cinitcwndbps&lsig=AGluJ3MwRAIgFTXewOMtQwXnH32JqtgkbjU-QMEj97Frt2XfrG8s7YYCIDK5I2ZcCzm5Wm6-Ec6BXssWy9yd0Jeu1YwcsaJGNVbw&sig=AJfQdSswRgIhAIgDHhrMEG4I0ABftAvOonf2uItLxpHvwRMFLp5wq5WiAiEAi-Tc5D7kFzI6wGQcbhrINiwRoJcKNQkCIBIiQCoeQWo%3D', '-map_metadata', '-1', '-f', 'opus', '-c:a', 'libopus', '-ar', '48000', '-ac', '2', '-b:a', '128k', '-loglevel', 'warning', '-fec', 'true', '-packet_loss', '15', '-blocksize', '8192', '-vn', '-filter:a', 'volume=0.25', 'pipe:1']
[2025-02-17 10:58:53] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 1, 'delay': 0, 'ssrc': 38145}}.
[2025-02-17 10:58:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 1403, 'op': 0, 'd': {'webhook_id': '1109699958401159258', 'type': 20, 'tts': False, 'timestamp': '2025-02-17T17:58:46.858000+00:00', 'position': 0, 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1341064876176572470'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-02-17T15:13:02.337402+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'johnrealnoob', 'public_flags': 0, 'primary_guild': None, 'id': '668317895616626711', 'global_name': 'JohnRealNoob', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': {'sku_id': '1338927497860878466', 'expires_at': 1744963200, 'asset': 'a_1307226c0fbaee9a3def12b88ee2bfcc'}, 'avatar': '63a84bc11c7e879080baf0028b93df1d'}, 'type': 2, 'name': 'play', 'id': '1341106586268991601', 'command_type': 1, 'authorizing_integration_owners': {'0': '1053969038751047700'}}, 'interaction': {'user': {'username': 'johnrealnoob', 'public_flags': 0, 'primary_guild': None, 'id': '668317895616626711', 'global_name': 'JohnRealNoob', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': {'sku_id': '1338927497860878466', 'expires_at': 1744963200, 'asset': 'a_1307226c0fbaee9a3def12b88ee2bfcc'}, 'avatar': '63a84bc11c7e879080baf0028b93df1d'}, 'type': 2, 'name': 'play', 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2022-12-18T09:36:40.650000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1341106586268991601'}, 'id': '1341106586839552153', 'flags': 0, 'embeds': [{'type': 'rich', 'title': "▶️ | Now Playing: Rag'n'Bone Man - Human (Official Video)", 'fields': [{'value': '[Watch on YouTube](https://www.youtube.com/watch?v=L3wKzyIN1yk)', 'name': '🔗 Link', 'inline': False}], 'description': 'Requested by <@668317895616626711>', 'content_scan_version': 0, 'color': 5793266}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1316225608275066931', 'author': {'username': 'BaiCha', 'public_flags': 0, 'primary_guild': None, 'id': '1109699958401159258', 'global_name': None, 'discriminator': '0643', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '7cd4cadab5094738da3acbcfc38c145a'}, 'attachments': [], 'application_id': '1109699958401159258', 'guild_id': '1053969038751047700'}}
[2025-02-17 10:58:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:58:53] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-02-17 10:58:53] [DEBUG   ] discord.client: Dispatching event message_edit
[2025-02-17 10:58:53] [DEBUG   ] discord.webhook.async_: Webhook ID 1109699958401159258 with POST https://discord.com/api/v10/webhooks/1109699958401159258/aW50ZXJhY3Rpb246MTM0MTEwNjU4NjI2ODk5MTYwMTpJMmxQanlmWjFpckFxY0l3Vk1pTzhTNXJjSUdTMW5ZdXAxUjd4VTN6VlJDVzEwSE83VUo5anBmYU5UWjJyQ0JmTDJKODB4Z1lZQ0Z2amVoSUVUR0E5Q3ZpMUFKZjZvREtiYmdMODQ5eTdtSURTNnFFUU1wQk1jZzNNU01UbFBqUw has returned status code 200
[2025-02-17 10:58:53] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2025-02-17 10:58:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1404, 'op': 0, 'd': {'user': {'id': '927108202867359745'}, 'status': 'idle', 'guild_id': '901431481090596924', 'client_status': {'web': 'idle'}, 'activities': [{'type': 4, 'state': 'Smiling', 'name': 'Custom Status', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739815132540}]}}
[2025-02-17 10:58:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:58:55] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:58:56] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1739815136824.
[2025-02-17 10:58:56] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1739815136824}.
[2025-02-17 10:58:56] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1739815136824}
[2025-02-17 10:59:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1405, 'op': 0, 'd': {'user': {'id': '1085549382528667790'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '⚙️ /setup | สร้างห้องเล่นเพลง', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739815137110}]}}
[2025-02-17 10:59:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:59:00] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:59:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1406, 'op': 0, 'd': {'user': {'id': '927108202867359745'}, 'status': 'idle', 'guild_id': '901431481090596924', 'client_status': {'web': 'idle'}, 'activities': [{'type': 4, 'state': 'Smiling', 'name': 'Custom Status', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739815137541}]}}
[2025-02-17 10:59:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:59:00] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:59:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1407, 'op': 0, 'd': {'user': {'id': '686212388290428983'}, 'status': 'dnd', 'guild_id': '901431481090596924', 'client_status': {'desktop': 'dnd'}, 'activities': [{'type': 2, 'timestamps': {'start': 1739814960922, 'end': 1739815143922}, 'sync_id': '0ioTTk5l0Zz7Oh48qEocgj', 'state': 'Rex Orange County', 'session_id': '34d0a672207fd913cfac32844ce6d30c', 'party': {'id': 'spotify:686212388290428983'}, 'name': 'Spotify', 'id': 'spotify:1', 'flags': 48, 'details': 'KEEP IT UP', 'created_at': 1739814958923, 'assets': {'large_text': 'KEEP IT UP', 'large_image': 'spotify:ab67616d0000b2734f0e8c36773348237ec2879f'}}, {'type': 0, 'state': 'In Champion Select', 'name': 'League of Legends', 'id': '7fd1bff04c42d720', 'details': 'Teamfight Tactics (Ranked)', 'created_at': 1739815138747, 'assets': {'large_image': '653758171525021696'}, 'application_id': '401518684763586560'}]}}
[2025-02-17 10:59:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:59:01] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:59:01] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1739815141832.
[2025-02-17 10:59:01] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1739815141832}.
[2025-02-17 10:59:01] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1739815141832}
[2025-02-17 10:59:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1408, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '🖥️ Cluster 0 | 2073 Servers 🖥️', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739815139748}]}}
[2025-02-17 10:59:02] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:59:02] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:59:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1409, 'op': 0, 'd': {'user': {'id': '686212388290428983'}, 'status': 'dnd', 'guild_id': '901431481090596924', 'client_status': {'desktop': 'dnd'}, 'activities': [{'type': 2, 'timestamps': {'start': 1739814960922, 'end': 1739815143922}, 'sync_id': '0ioTTk5l0Zz7Oh48qEocgj', 'state': 'Rex Orange County', 'session_id': '34d0a672207fd913cfac32844ce6d30c', 'party': {'id': 'spotify:686212388290428983'}, 'name': 'Spotify', 'id': 'spotify:1', 'flags': 48, 'details': 'KEEP IT UP', 'created_at': 1739814958923, 'assets': {'large_text': 'KEEP IT UP', 'large_image': 'spotify:ab67616d0000b2734f0e8c36773348237ec2879f'}}, {'type': 0, 'timestamps': {'start': 1739815142000}, 'state': 'In Game', 'name': 'League of Legends', 'id': '7fd1bff04c42d720', 'details': 'Teamfight Tactics (Ranked)', 'created_at': 1739815140551, 'assets': {'large_image': '653758171525021696'}, 'application_id': '401518684763586560'}]}}
[2025-02-17 10:59:03] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:59:03] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:59:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 1410, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTM0MTEwNjY0NjY5MjI3MDE2MDpUMXRXMWdPdFpodWJkWFloRHFWMERwRTVDUEdNTmE0aURDMzhQb0RrUnhnTTZ5S2RDVFJ1SFZENndiMklhQXBpRWt5MnZHcTl1WDlveGhTTmpxMXQyMXFoUnFYamF3S3RTSWNIR1FDSklWV1l6dzZPSXk5aVEzQ2lwd3dkTXRWdQ', 'member': {'user': {'username': 'johnrealnoob', 'public_flags': 0, 'primary_guild': None, 'id': '668317895616626711', 'global_name': 'JohnRealNoob', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': {'sku_id': '1338927497860878466', 'expires_at': 1744963200, 'asset': 'a_1307226c0fbaee9a3def12b88ee2bfcc'}, 'avatar': '63a84bc11c7e879080baf0028b93df1d'}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'permissions': '2251799813685247', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2022-12-18T09:36:40.650000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1341106646692270160', 'guild_locale': 'en-US', 'guild_id': '1053969038751047700', 'guild': {'locale': 'en-US', 'id': '1053969038751047700', 'features': ['COMMUNITY', 'NEWS']}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'name': 'pause', 'id': '1341065284177367205'}, 'context': 0, 'channel_id': '1316225608275066931', 'channel': {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 6, 'permissions': '2251799813685247', 'parent_id': '1053969038751047701', 'nsfw': False, 'name': 'bot', 'last_message_id': '1341106586839552153', 'id': '1316225608275066931', 'guild_id': '1053969038751047700', 'flags': 0}, 'authorizing_integration_owners': {'0': '1053969038751047700'}, 'application_id': '1109699958401159258', 'app_permissions': '2251799813685247'}}
[2025-02-17 10:59:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:59:04] [DEBUG   ] discord.client: Dispatching event interaction
[2025-02-17 10:59:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 1411, 'op': 0, 'd': {'webhook_id': '1109699958401159258', 'type': 20, 'tts': False, 'timestamp': '2025-02-17T17:59:01.296000+00:00', 'position': 0, 'pinned': False, 'nonce': '1341106657521827840', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'interaction_metadata': {'user': {'username': 'johnrealnoob', 'public_flags': 0, 'primary_guild': None, 'id': '668317895616626711', 'global_name': 'JohnRealNoob', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': {'sku_id': '1338927497860878466', 'expires_at': 1744963200, 'asset': 'a_1307226c0fbaee9a3def12b88ee2bfcc'}, 'avatar': '63a84bc11c7e879080baf0028b93df1d'}, 'type': 2, 'name': 'pause', 'id': '1341106646692270160', 'command_type': 1, 'authorizing_integration_owners': {'0': '1053969038751047700'}}, 'interaction': {'user': {'username': 'johnrealnoob', 'public_flags': 0, 'primary_guild': None, 'id': '668317895616626711', 'global_name': 'JohnRealNoob', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': {'sku_id': '1338927497860878466', 'expires_at': 1744963200, 'asset': 'a_1307226c0fbaee9a3def12b88ee2bfcc'}, 'avatar': '63a84bc11c7e879080baf0028b93df1d'}, 'type': 2, 'name': 'pause', 'id': '1341106646692270160'}, 'id': '1341106647396778026', 'flags': 64, 'embeds': [], 'edited_timestamp': None, 'content': '❌ No music is currently playing.', 'components': [], 'channel_type': 0, 'channel_id': '1316225608275066931', 'author': {'username': 'BaiCha', 'public_flags': 0, 'primary_guild': None, 'id': '1109699958401159258', 'global_name': None, 'discriminator': '0643', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '7cd4cadab5094738da3acbcfc38c145a'}, 'attachments': [], 'application_id': '1109699958401159258'}}
[2025-02-17 10:59:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:59:04] [DEBUG   ] discord.client: Dispatching event message
[2025-02-17 10:59:04] [DEBUG   ] discord.webhook.async_: Webhook ID 1341106646692270160 with POST https://discord.com/api/v10/interactions/1341106646692270160/aW50ZXJhY3Rpb246MTM0MTEwNjY0NjY5MjI3MDE2MDpUMXRXMWdPdFpodWJkWFloRHFWMERwRTVDUEdNTmE0aURDMzhQb0RrUnhnTTZ5S2RDVFJ1SFZENndiMklhQXBpRWt5MnZHcTl1WDlveGhTTmpxMXQyMXFoUnFYamF3S3RTSWNIR1FDSklWV1l6dzZPSXk5aVEzQ2lwd3dkTXRWdQ/callback has returned status code 204
[2025-02-17 10:59:04] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2025-02-17 10:59:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1412, 'op': 0, 'd': {'user': {'id': '686212388290428983'}, 'status': 'dnd', 'guild_id': '901431481090596924', 'client_status': {'desktop': 'dnd'}, 'activities': [{'type': 2, 'timestamps': {'start': 1739815143377, 'end': 1739815427999}, 'sync_id': '0zsiFXr7KWonjcTYjl2CKh', 'state': 'Rex Orange County', 'session_id': '34d0a672207fd913cfac32844ce6d30c', 'party': {'id': 'spotify:686212388290428983'}, 'name': 'Spotify', 'id': 'spotify:1', 'flags': 48, 'details': 'Alexander', 'created_at': 1739815141474, 'assets': {'large_text': 'The Alexander Technique', 'large_image': 'spotify:ab67616d0000b273d23ec1ac94ef0785f28836ce'}}, {'type': 0, 'timestamps': {'start': 1739815142000}, 'state': 'In Game', 'name': 'League of Legends', 'id': '7fd1bff04c42d720', 'details': 'Teamfight Tactics (Ranked)', 'created_at': 1739815140551, 'assets': {'large_image': '653758171525021696'}, 'application_id': '401518684763586560'}]}}
[2025-02-17 10:59:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:59:04] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:59:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1413, 'op': 0, 'd': {'user': {'id': '927108202867359745'}, 'status': 'idle', 'guild_id': '901431481090596924', 'client_status': {'web': 'idle'}, 'activities': [{'type': 4, 'state': 'Smiling', 'name': 'Custom Status', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739815142541}]}}
